sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
17440,18,France,standard,4,Cairo,4,2,8,2,False,Relaxation,817.4879999999999,7,792.5313581386387,144.61519757467528
17441,41,Germany,gold,4,New York,6,4,2,2,False,Relaxation,2531.62,7,1416.6959847020933,643.4206211530667
17442,21,Germany,standard,3,Cape Town,6,2,2,1,True,Cultural,989.6,6,670.3723946350054,149.24503099690517
17443,38,Italy,standard,3,Rio,5,1,1,2,True,Adventure,738.4000000000001,5,128.51334060481804,137.65335448349288
17444,18,France,silver,3,Cape Town,5,2,2,4,False,Adventure,580.72,8,391.2815779406021,101.38354280686306
17445,49,France,standard,5,Cairo,17,3,8,2,True,Relaxation,4085.4239999999995,7,2658.477543980907,837.222478090091
17446,58,USA,gold,5,Rome,7,3,2,2,False,Relaxation,2051.0,6,1026.9113802860131,700.0597660365994
17447,34,USA,standard,2,New York,3,1,8,1,False,Adventure,701.4735000000001,7,422.2275857483211,134.76351000066518
17448,37,UK,gold,6,Cairo,4,4,6,1,False,Adventure,1154.16,8,935.9850319373612,211.34029781640484
17449,37,UK,silver,7,Rio,7,2,6,1,False,Relaxation,1404.48,6,887.1642719545373,414.51646588218216
17450,42,Germany,silver,4,Cape Town,4,3,7,1,False,Relaxation,1575.8400000000001,5,568.3415309173547,360.84699050315635
17451,39,Germany,standard,2,New York,12,1,8,4,False,Cultural,3618.16,7,3340.8115917120354,515.0905974774819
17452,51,Spain,standard,4,Tokyo,4,2,7,2,False,Adventure,1601.6000000000001,5,1439.1700081409208,321.9865470129658
17453,58,Spain,standard,2,Rio,4,1,8,2,False,Relaxation,1160.32,7,206.10509062130757,274.67646049172663
17454,27,Australia,standard,2,Paris,6,2,8,1,False,Adventure,2154.88,8,1853.0469324106657,530.216413755014
17455,35,Canada,standard,6,New York,6,3,8,2,True,Cultural,2206.386,7,1896.8535914346808,497.26954706733113
17456,53,Australia,gold,5,Cairo,4,1,1,2,False,Relaxation,822.08,6,499.1840330462072,98.51045998139993
17457,18,Italy,silver,4,New York,5,3,7,2,False,Adventure,1363.18,7,1607.4072636730214,324.9415756308282
17458,18,Canada,standard,5,Sydney,2,3,7,7,True,Relaxation,1095.6399999999999,6,535.7616685196011,330.2566592476228
17459,43,UK,standard,2,Cairo,2,1,8,5,False,Relaxation,725.3567999999999,6,368.6929810725449,87.60826900163919
17460,47,Germany,silver,5,New York,4,4,6,3,True,Cultural,1949.2199999999998,6,1714.895807589384,398.4136566934215
17461,29,Australia,gold,6,Cape Town,9,3,7,1,True,Cultural,1888.3199999999997,7,1487.604570886738,109.73317346344766
17462,31,France,standard,2,Tokyo,7,3,2,1,True,Adventure,1795.3,5,1470.986755672045,267.8511952714241
17463,28,Canada,silver,2,New York,6,1,7,1,False,Relaxation,1844.3879999999997,5,1623.4439095899193,542.5210273494044
17464,26,Spain,silver,2,Rio,3,1,8,1,False,Relaxation,693.28,6,295.9194547956029,52.36875204599082
17465,50,France,gold,5,Paris,9,2,2,4,False,Adventure,1388.205,7,941.0112758337959,256.969112325361
17466,22,Italy,silver,2,Sydney,7,5,2,1,True,Relaxation,2165.8,5,1700.09958870988,364.28533040851545
17467,36,Italy,silver,6,New York,6,1,7,2,False,Adventure,2011.1000000000001,5,1848.6936903361127,144.15051674204034
17468,26,France,gold,6,Rio,8,4,7,1,True,Cultural,1936.48,6,1294.782778374752,396.7501627230487
17469,18,Italy,standard,2,Tokyo,6,3,8,7,False,Adventure,1651.1039999999998,7,2197.4160360144638,208.05459238096324
17470,53,USA,standard,8,Rome,7,2,6,23,False,Relaxation,2502.9199999999996,6,1132.3822385896067,618.8163126619561
17471,32,Canada,standard,1,Cairo,8,1,8,1,False,Relaxation,1541.12,6,1174.097192504361,357.2207323037378
17472,42,Canada,standard,6,Cape Town,6,3,7,1,False,Relaxation,1997.632,5,830.8887361662631,354.8079748022506
17473,18,Italy,standard,3,Rome,3,2,8,2,False,Adventure,502.74,6,244.42747056799027,30.76644267853969
17474,28,France,silver,4,Paris,2,5,12,4,False,Cultural,1132.6770000000001,6,536.2786883089855,92.67505686525071
17475,51,Germany,standard,3,Tokyo,5,1,8,6,False,Cultural,1650.74,6,1320.1733415528586,325.7675143185383
17476,78,Australia,standard,5,Cape Town,3,5,8,7,True,Adventure,1095.36,7,554.12215514406,129.80636292881215
17477,18,UK,standard,5,Cape Town,5,1,2,2,True,Cultural,707.2,5,293.930819517284,85.77355276443674
17478,36,Australia,standard,2,Rio,5,5,7,3,False,Relaxation,1450.3999999999999,7,818.7915234410254,242.59806274254555
17479,46,UK,standard,0,Rome,3,5,7,3,True,Adventure,1223.4599999999998,7,622.0535047001281,292.8453044086408
17480,30,France,silver,0,Sydney,2,3,6,3,False,Relaxation,1203.02,6,522.5840010864226,211.57588327358258
17481,52,Spain,silver,4,Sydney,2,3,2,4,False,Relaxation,1281.28,6,325.57848381259237,447.7349560664902
17482,26,USA,silver,5,Cairo,4,3,12,1,True,Adventure,1010.24,6,914.1952166126053,288.0002719276514
17483,42,France,standard,3,Rio,2,2,8,1,True,Relaxation,915.7119999999999,5,146.92264389127035,231.33367172255717
17484,32,Italy,silver,4,Tokyo,5,2,7,2,False,Adventure,1807.2599999999998,7,1696.7900493380155,198.18037078505978
17485,58,Italy,standard,7,Rio,6,1,2,6,False,Cultural,804.8000000000001,5,304.3905753395666,200.48065889766846
17486,29,France,standard,3,Cairo,5,4,2,6,False,Adventure,838.08,4,664.7121081701837,169.26952344111817
17487,34,Germany,standard,0,Cairo,2,1,6,23,True,Cultural,471.74399999999997,6,438.51938960537433,97.10581683302318
17488,54,Canada,gold,5,Cairo,8,2,6,2,True,Relaxation,2317.504,8,1281.4851778779919,551.8921904812723
17489,24,France,gold,5,Sydney,2,1,7,2,False,Cultural,744.3799999999999,8,257.97911935205,159.81577528182865
17490,41,Australia,silver,3,Rio,2,5,8,4,False,Relaxation,1411.1999999999998,5,586.768206089395,234.40773086688304
17491,18,Australia,standard,0,Rome,6,4,12,1,False,Relaxation,2000.6,6,1429.373628017574,523.7674665346898
17492,23,UK,silver,1,Rio,2,2,8,5,False,Cultural,696.64,7,323.9781381475044,192.11643238794298
17493,45,Spain,standard,0,Paris,3,1,6,4,False,Relaxation,1465.3547999999998,6,399.3783836872823,191.0689799327737
17494,25,Australia,standard,3,Rio,4,3,8,1,False,Relaxation,1022.56,7,493.77170147127936,187.86410110655788
17495,31,Spain,standard,3,Rome,8,1,12,3,False,Adventure,1668.24,6,1028.4623750897435,175.3692813789634
17496,47,Italy,standard,1,Cairo,2,1,8,3,False,Adventure,521.136,5,395.5548800380689,34.03026893815963
17497,31,Canada,standard,2,Cape Town,2,2,1,11,True,Cultural,470.40000000000003,5,-133.08204050829642,116.75807532760203
17498,52,UK,gold,4,Sydney,4,2,8,5,False,Relaxation,2142.868,8,909.4669589925279,321.2748226496052
17499,43,Canada,standard,2,Cairo,8,4,1,4,False,Adventure,1353.6000000000001,5,1302.660515593349,251.70932277917063
17500,46,France,silver,5,Paris,3,1,7,2,False,Relaxation,966.5838,7,14.04746301336138,255.35335560040284
17501,58,Spain,silver,3,Rio,11,2,12,2,True,Cultural,2140.3199999999997,7,1594.006054708398,359.6816151493002
17502,44,UK,standard,7,Paris,11,4,1,1,False,Cultural,2497.9500000000003,5,2171.520121106153,584.2684620615394
17503,63,Italy,silver,3,Paris,7,2,2,1,False,Cultural,1517.4900000000002,6,1116.8095173547226,314.66947503965946
17504,53,Canada,standard,9,Paris,4,1,6,3,True,Relaxation,2153.06,6,1147.173035597767,461.2998030196554
17505,32,UK,standard,1,Tokyo,5,3,8,3,False,Relaxation,2071.16,5,1877.5808992509467,423.9607758190356
17506,59,Germany,standard,6,Cairo,2,2,12,1,True,Cultural,635.0400000000001,7,513.0592046909669,137.9490023133586
17507,43,Australia,gold,7,Cairo,4,2,1,3,False,Adventure,694.4000000000001,8,582.7345445357504,122.31392527318714
17508,34,Canada,gold,5,Rio,2,3,7,8,False,Relaxation,698.544,8,377.11792403116624,271.29757980955424
17509,44,Spain,standard,2,Cape Town,6,3,8,1,True,Adventure,1509.76,7,874.8343786550832,187.5918208593422
17510,56,USA,standard,0,New York,6,2,7,1,False,Relaxation,2098.278,7,1334.6754647861105,730.1939347891265
17511,46,France,silver,4,New York,4,3,8,9,True,Relaxation,2545.4519999999998,6,1540.989757992871,504.42803246037806
17512,67,Germany,standard,4,Tokyo,5,2,6,2,False,Relaxation,2576.028,7,1556.2892802088077,591.8390829281799
17513,56,Germany,standard,2,Sydney,10,2,8,5,False,Adventure,3152.24,5,2755.4703172417953,384.6930226227733
17514,47,France,silver,1,Cape Town,6,2,1,15,False,Adventure,952.8000000000001,5,521.0095672628491,255.2868856472632
17515,24,Canada,gold,6,Paris,6,2,8,5,False,Relaxation,2125.7599999999998,6,1705.4291270473555,769.0139070414916
17516,37,Canada,standard,1,Paris,2,4,2,4,False,Relaxation,978.9,6,303.1050382319445,190.9489813397983
17517,41,Spain,standard,2,Cape Town,14,2,12,2,True,Cultural,2598.4,6,2066.492697201002,480.498304469201
17518,50,USA,standard,4,Rio,6,1,8,2,False,Relaxation,1511.3952,5,641.1251068463159,205.55209397323551
17519,49,France,silver,3,Rio,2,2,12,7,False,Relaxation,812.2239999999999,5,268.91011699791926,353.21465411169237
17520,42,Canada,standard,4,Tokyo,4,4,2,1,False,Adventure,1333.8,7,1062.012999951104,297.7620877443759
17521,41,France,silver,1,Cairo,5,3,2,6,False,Cultural,761.0400000000001,6,630.3480479698653,204.3989594485265
17522,50,USA,standard,3,Tokyo,6,2,1,7,True,Cultural,1430.0,5,1041.321628682356,246.2326734817427
17523,27,Canada,gold,8,Paris,2,2,12,1,True,Adventure,1021.02,6,635.6393809518263,177.64512657555795
17524,65,Italy,standard,3,Paris,3,1,1,3,False,Adventure,746.46,5,412.0479061016266,86.74364887646793
17525,18,USA,gold,5,Paris,3,1,1,14,False,Adventure,510.51,7,251.14441460732877,185.57485831603537
17526,61,UK,silver,3,Tokyo,14,5,7,4,True,Relaxation,6665.567999999999,7,4583.175445570027,2245.143821055582
17527,39,Australia,gold,5,Sydney,6,3,1,2,False,Adventure,1135.4850000000001,8,572.801550018778,54.59835369507991
17528,55,Italy,standard,1,Tokyo,3,3,6,2,True,Cultural,1434.1599999999999,6,1111.3803047646427,425.03235800289707
17529,45,Australia,standard,3,New York,5,3,2,3,False,Relaxation,2127.58,7,1381.1897199537107,306.445308015483
17530,45,Canada,standard,2,Sydney,9,3,8,6,False,Cultural,3257.8,5,2605.508369578112,468.0505734554637
17531,48,Canada,standard,3,Paris,3,1,1,2,False,Cultural,778.7,6,292.29363425219725,151.86657773373955
17532,52,Spain,gold,7,Cairo,6,2,12,5,True,Relaxation,1724.4864,7,1081.6272172133483,369.5699162175965
17533,35,Australia,silver,4,Rio,1,5,7,5,False,Cultural,773.9200000000001,7,296.69376847165285,117.92610043049785
17534,55,Spain,silver,2,Tokyo,6,1,7,1,False,Cultural,2058.42,5,1944.5447356809625,223.67534679919666
17535,23,Australia,standard,4,Rio,14,2,7,1,True,Adventure,1872.976,7,2034.315977779953,234.2991128797853
17536,39,USA,standard,2,New York,8,2,2,3,False,Relaxation,1244.295,5,1022.8530279671397,361.4440280009333
17537,52,USA,silver,5,Cape Town,7,3,8,2,False,Relaxation,2231.2639999999997,5,1178.449308612821,338.49025577010974
17538,54,UK,silver,2,Cairo,5,3,6,3,False,Relaxation,1511.3952,6,1011.6178436987445,363.8740354787897
17539,46,Spain,standard,2,Cape Town,5,1,8,5,False,Adventure,1099.84,6,472.9924535138739,241.0611854554417
17540,34,Italy,silver,2,Tokyo,3,1,1,3,False,Relaxation,878.8000000000001,6,605.1799988802973,60.96899562440284
17541,53,Italy,silver,1,Rome,2,1,8,6,False,Adventure,457.37999999999994,6,10.268031601196412,7.2538434092093595
17542,29,UK,silver,1,Paris,4,5,8,12,False,Cultural,1896.804,5,1362.4356059986305,281.04114724892884
17543,66,USA,silver,4,New York,12,4,7,3,False,Adventure,2816.9505,5,2573.1663861987977,361.8062569727647
17544,38,UK,silver,2,Rio,9,1,2,4,False,Relaxation,1276.8000000000002,5,891.954090485882,334.73282448662053
17545,18,Italy,silver,3,Sydney,3,1,8,8,False,Relaxation,1237.6,6,579.0005674370749,158.7584944721444
17546,22,Italy,gold,4,Sydney,5,4,12,1,False,Cultural,2322.3199999999997,7,1718.9669266131873,582.884112637689
17547,40,Germany,gold,4,Cairo,3,2,2,7,False,Adventure,514.08,7,506.49203886682216,157.59317613320633
17548,42,Spain,silver,6,New York,1,4,12,4,True,Adventure,1253.98,7,878.6397014613883,303.7142831580878
17549,69,France,standard,5,Sydney,2,1,8,6,True,Cultural,782.6,7,222.5719391743072,177.74910330473546
17550,24,Spain,silver,3,Cape Town,5,1,12,1,True,Adventure,779.2959999999999,5,571.3066411850015,185.0845245911155
17551,40,USA,silver,3,Paris,8,3,6,5,False,Relaxation,2986.6199999999994,6,2389.5914263476398,867.4927112882771
17552,24,UK,standard,1,Rome,8,5,1,1,True,Relaxation,1629.0,5,956.8488096753899,181.15551913470279
17553,32,UK,silver,3,Cairo,3,4,7,7,False,Cultural,943.4879999999999,7,851.2264759056343,168.18981555993986
17554,65,Canada,gold,5,New York,1,1,8,1,False,Cultural,476.658,7,89.65096222995999,90.24857315305047
17555,22,Italy,silver,0,Paris,13,4,8,6,False,Adventure,2841.2747999999997,5,3546.44697190655,633.4703847754524
17556,48,Canada,standard,6,Cairo,6,2,7,2,False,Adventure,1363.04,7,1328.3607719966817,281.38080164044106
17557,45,Canada,standard,1,New York,1,4,2,3,False,Relaxation,1125.306,6,487.65147293555174,182.61179736956058
17558,39,Australia,standard,1,Cape Town,1,3,1,6,False,Relaxation,444.0,6,-64.73092960135676,46.02947043345377
17559,47,France,silver,4,Tokyo,10,3,2,5,True,Relaxation,3403.3999999999996,6,2053.5286034207547,589.9543683610544
17560,22,Australia,silver,1,Cairo,2,3,1,2,True,Adventure,410.47999999999996,8,547.9910245960438,7.271061675380061
17561,64,Australia,silver,3,Paris,11,3,8,1,False,Relaxation,4999.1759999999995,8,3052.7152399277493,1685.2471005300404
17562,68,USA,standard,5,Rome,5,4,12,1,False,Relaxation,2308.8799999999997,7,1061.2968566019676,401.0525694677012
17563,40,Canada,standard,5,New York,9,5,12,1,True,Relaxation,3161.34,7,3039.5516325224107,478.339153592296
17564,76,Canada,standard,5,Paris,4,1,7,3,False,Relaxation,1788.6959999999997,7,675.0305287262231,321.96225292507364
17565,34,USA,gold,4,New York,9,1,1,3,False,Cultural,1296.9450000000002,8,1008.7724113052808,244.69217628372758
17566,46,Australia,standard,5,Rio,4,3,6,1,False,Adventure,1108.8,6,724.0710315111091,207.5101534486119
17567,61,France,silver,0,Cairo,7,1,8,3,False,Adventure,1190.448,7,965.2035991182115,258.26451658359093
17568,33,UK,standard,1,Paris,14,3,12,4,False,Adventure,3942.6659999999997,5,3488.233407671899,804.0672362816827
17569,19,Germany,silver,2,Tokyo,4,3,12,1,False,Adventure,1243.424,6,1456.0942133355165,84.93607031482581
17570,18,Italy,gold,4,Paris,4,2,7,6,False,Adventure,968.8770000000001,6,982.5247047226561,94.93200175645912
17571,70,Canada,silver,3,Rio,7,3,1,1,False,Relaxation,1363.824,6,554.9709402048526,349.91949305504556
17572,32,Australia,standard,1,Tokyo,4,2,12,2,True,Relaxation,1462.734,6,1271.6535473921765,160.3431480210278
17573,37,UK,silver,5,Rome,8,1,6,4,True,Cultural,1709.82,5,1181.4075952431726,367.45717136868285
17574,23,Canada,standard,4,Cairo,7,1,7,3,True,Cultural,1346.24,6,1014.0159650564473,110.33363014854893
17575,54,Italy,gold,5,New York,5,4,12,3,False,Relaxation,3228.316,6,1964.0574409040478,1078.689092932567
17576,28,Canada,standard,3,Rio,9,5,2,2,True,Adventure,1419.8400000000001,4,776.0360753252696,248.2455154367138
17577,32,Germany,silver,5,Paris,3,5,8,3,False,Cultural,1714.986,7,1192.750693818381,425.3825552775231
17578,44,Italy,standard,3,Paris,7,4,7,3,False,Cultural,2597.8679999999995,6,1962.721091944701,188.35215751388012
17579,24,Australia,gold,7,Cape Town,7,3,6,4,True,Cultural,1664.3200000000002,7,1199.6069806418013,211.06394242187582
17580,37,France,gold,5,Cairo,5,3,8,3,False,Adventure,1135.008,8,1134.9307529300652,236.01916125636254
17581,61,USA,standard,3,Paris,10,2,2,2,True,Relaxation,3186.82,6,1585.5006442785968,1011.0132675269621
17582,46,UK,standard,5,Paris,9,2,2,2,False,Relaxation,2686.3199999999997,5,1499.2645863973244,741.2401042470445
17583,41,Spain,gold,3,Sydney,2,3,12,5,True,Cultural,1113.84,8,469.54481156646636,109.28973385647359
17584,43,Italy,standard,3,Rome,4,2,7,9,False,Cultural,829.71,6,335.24625247220786,123.21369786679762
17585,34,Spain,silver,7,Paris,4,3,12,1,False,Cultural,1549.5479999999998,7,1164.9490699306666,256.79475899336904
17586,69,UK,standard,2,Tokyo,3,2,12,2,False,Cultural,1328.6,6,1127.0211423472167,316.80663327301914
17587,27,Australia,silver,5,Sydney,4,3,1,7,True,Adventure,916.11,6,305.4198889088117,192.9633717362952
17588,43,UK,standard,5,Cape Town,3,5,7,3,True,Relaxation,1647.9679999999998,5,590.5636397565254,302.1688281536043
17589,41,Spain,silver,4,New York,3,3,7,1,False,Relaxation,2066.428,6,1357.0402313676173,458.14554271947685
17590,55,Spain,standard,3,New York,2,5,8,2,False,Relaxation,2193.828,5,1424.0065189296088,466.9995021973991
17591,56,USA,silver,1,Cairo,3,2,12,2,True,Cultural,818.72,5,590.4074980928347,181.8910099092504
17592,39,Spain,silver,4,Sydney,13,1,8,2,False,Cultural,3829.28,5,3157.4945896258787,746.7566082352286
17593,44,Italy,standard,2,New York,5,4,6,15,False,Cultural,2260.44,5,2032.823045275005,512.4959178983596
17594,44,Spain,standard,2,Rio,9,1,12,3,True,Adventure,1668.8000000000002,5,1296.3664432951016,295.0613060279062
17595,18,UK,standard,4,Rome,4,2,12,4,False,Cultural,1059.6599999999999,5,715.0238774297021,207.1902496425501
17596,18,Italy,standard,6,Paris,6,2,2,5,False,Adventure,951.6780000000001,7,837.042510680527,191.35109895953326
17597,30,Australia,standard,2,Rome,6,2,12,1,False,Relaxation,1720.6,7,1241.4506215437011,433.4254716980534
17598,31,USA,standard,2,Tokyo,5,4,8,1,True,Cultural,2176.72,7,1993.2953238779407,454.28062407442593
17599,22,Germany,silver,3,Tokyo,8,2,7,1,False,Relaxation,2766.4,7,2613.040005622106,683.1030821085845
17600,51,France,silver,2,Cape Town,2,3,7,5,False,Relaxation,986.2719999999999,5,110.5050558306433,250.30421844398276
17601,40,Australia,silver,3,New York,4,3,12,1,True,Cultural,1799.98,6,1589.3584863350359,410.586176164554
17602,36,France,standard,4,Cairo,7,3,12,3,False,Cultural,1500.912,6,1472.8906028950744,244.67874792166754
17603,21,Germany,silver,3,Rome,7,2,6,1,False,Adventure,1111.32,6,995.3231767078115,164.5177448563903
17604,39,UK,standard,6,Paris,7,1,12,2,False,Relaxation,1998.3600000000001,7,1430.9359036176031,235.22666870527902
17605,18,France,standard,1,Paris,5,1,12,2,True,Adventure,790.2940499999999,7,674.2331464344445,241.97081426921216
17606,37,USA,gold,4,Rome,8,1,8,1,False,Cultural,2000.6,6,1689.8999152301908,135.08786402330986
17607,40,Italy,silver,3,Cairo,4,1,2,1,False,Relaxation,555.84,6,534.4697235717516,109.98871465398267
17608,43,France,standard,1,Rome,4,2,8,3,False,Cultural,1029.42,6,573.2775058389739,142.2360814117917
17609,18,UK,standard,3,Rio,6,2,12,2,False,Relaxation,1368.64,6,936.9076513788185,219.56104199879982
17610,43,Australia,gold,5,New York,4,4,2,1,True,Relaxation,1923.74,8,1143.619496427127,562.3245236077485
17611,24,Germany,standard,2,Paris,2,1,2,4,False,Cultural,475.0200000000001,7,22.818407615807814,110.20801583247186
17612,27,Italy,standard,5,Cape Town,4,3,12,7,True,Adventure,1060.64,5,400.6976947542789,129.42925297859455
17613,50,Germany,gold,7,Cairo,9,1,12,1,True,Cultural,1571.472,6,1328.806721815861,191.12966361941312
17614,70,UK,silver,1,Cape Town,2,3,7,1,False,Adventure,786.24,6,346.86074432907236,184.2561991196641
17615,40,Australia,silver,1,Paris,4,4,8,2,False,Adventure,2032.94,5,1463.7904355544483,344.259987588369
17616,27,Spain,silver,3,Paris,4,2,2,2,False,Cultural,1102.14,5,415.47909854025113,247.48208428306148
17617,42,Spain,silver,3,Rome,6,3,2,2,False,Cultural,1127.7,5,736.4757456260908,69.42765342149626
17618,54,UK,gold,5,Paris,5,2,2,2,False,Cultural,1219.14,7,804.7708474662213,174.22805713685034
17619,49,France,gold,7,Tokyo,5,3,8,1,False,Cultural,2023.84,8,1730.746797626178,475.8826310428342
17620,80,Canada,standard,0,New York,2,3,12,2,False,Relaxation,1630.4651999999999,5,924.4196547662389,501.38457811113113
17621,29,Australia,silver,0,Sydney,8,5,6,10,False,Cultural,2254.2975000000006,6,1795.3122932539036,508.90963942915846
17622,43,Italy,silver,2,Cape Town,3,4,12,3,False,Adventure,1021.44,7,715.693036019101,208.0874627738275
17623,63,Australia,gold,5,Paris,2,1,6,10,True,Adventure,857.22,6,266.50268475649204,141.08421896886964
17624,62,USA,gold,6,Rio,2,5,6,2,False,Adventure,865.872,6,399.18950875665666,152.3344241036329
17625,18,Canada,standard,5,New York,10,2,8,2,True,Adventure,2099.4246,8,2731.9192231272577,293.75428929154526
17626,39,Spain,standard,3,Cairo,15,1,6,1,False,Relaxation,2456.496,7,2429.1107043915363,355.33720687398414
17627,62,Germany,standard,1,New York,4,2,1,1,False,Relaxation,1658.0199999999998,6,823.8807525067789,470.22332705185346
17628,80,UK,silver,3,Paris,1,1,6,1,True,Cultural,533.9879999999999,5,29.93113133940011,90.61297160820143
17629,50,Germany,gold,7,New York,7,3,6,6,True,Adventure,2500.68,8,2297.86339963206,225.07463383920455
17630,34,Australia,silver,5,Cape Town,4,3,1,6,True,Cultural,723.2,5,271.51790025472553,126.20068718878471
17631,24,France,silver,2,Rio,1,1,6,5,False,Relaxation,310.24,6,-185.2685222408797,126.17680430621951
17632,73,UK,gold,6,New York,5,3,7,1,False,Cultural,2156.7000000000003,8,1756.779672449423,409.8002943599352
17633,50,Spain,gold,4,New York,4,1,2,2,False,Adventure,1056.9,7,791.3566662679299,56.75366931841057
17634,27,Germany,gold,4,New York,9,1,8,3,True,Cultural,2699.06,7,2352.5166528591812,430.8717917945067
17635,36,UK,silver,3,Cape Town,3,2,8,6,True,Relaxation,782.88,7,158.11896988441356,229.26381996158096
17636,44,Germany,gold,6,Tokyo,3,3,2,10,True,Cultural,1002.3000000000001,7,877.7424984372127,277.4342239150108
17637,48,UK,silver,3,Cape Town,4,2,8,2,False,Adventure,1025.9199999999998,5,508.3989788362444,150.0082883956832
17638,26,Italy,silver,3,Paris,4,2,8,8,False,Cultural,1408.68,6,771.6946405337666,195.72053231869262
17639,30,Germany,standard,4,Rio,5,4,1,3,False,Relaxation,968.8000000000001,7,359.9440757910519,126.19768780095318
17640,18,Italy,standard,1,Rome,4,2,2,2,True,Adventure,402.09749999999997,7,102.95843477025278,54.21698818070617
17641,55,Germany,silver,5,Rio,9,4,6,2,False,Adventure,2059.68,5,1637.7303539617876,169.56065900860222
17642,34,UK,silver,1,Cape Town,8,1,1,3,False,Adventure,1096.8,7,655.3086033170548,136.60286807471596
17643,46,USA,standard,6,Sydney,11,2,8,3,True,Adventure,3379.74,5,3025.470910701719,588.7185181340747
17644,61,UK,gold,5,Rome,3,3,6,4,False,Relaxation,1333.5839999999998,7,359.90147414832484,308.38599452624055
17645,43,France,gold,6,Rio,4,1,8,1,False,Cultural,808.64,7,351.88382302184107,26.036426688698725
17646,38,Germany,gold,4,Cape Town,5,1,1,3,False,Adventure,756.8000000000001,6,337.7386586730135,62.45843305914263
17647,42,Canada,silver,1,Rome,4,3,6,1,False,Cultural,1442.0,7,975.2366295993636,339.6706999901945
17648,40,Australia,standard,4,Paris,7,2,7,1,False,Adventure,2438.7999999999997,5,2133.280583435055,311.9685885210967
17649,58,USA,gold,7,Cairo,6,3,2,2,False,Adventure,996.8000000000001,6,811.3379984684559,148.18392906776666
17650,44,France,silver,2,Rio,3,5,7,7,False,Relaxation,1519.3919999999998,6,769.0904805094915,495.4702368065592
17651,31,UK,standard,1,Rio,5,4,12,2,True,Relaxation,1395.52,6,734.9798890249675,250.7780305398725
17652,55,Australia,silver,5,Cape Town,5,4,12,6,False,Relaxation,2024.288,5,1044.9706593558892,338.8462648092606
17653,58,France,gold,5,Tokyo,3,2,8,1,False,Adventure,1212.1200000000001,7,933.3040726309343,196.49558860669345
17654,19,USA,silver,2,Cape Town,5,3,2,3,True,Cultural,841.6,5,467.9155824063616,120.73098937562742
17655,62,Canada,standard,6,New York,8,4,7,1,False,Cultural,2782.962,5,2400.3134603935805,659.5924794654029
17656,45,Spain,standard,3,New York,4,1,8,1,False,Cultural,1337.7,5,963.6638497019026,254.67309315670508
17657,44,Australia,standard,5,Cape Town,3,2,6,4,True,Adventure,757.12,5,264.0928675378439,155.007254463889
17658,55,France,silver,2,Rome,9,2,8,3,False,Adventure,2031.12,5,1600.7684955491484,319.5083196719339
17659,31,Italy,standard,3,Tokyo,2,1,7,8,True,Adventure,990.0799999999999,6,776.4349841380556,-5.951018963170242
17660,54,Italy,standard,3,Sydney,1,4,2,4,True,Cultural,787.8000000000001,6,430.6630429887378,77.703270784843
17661,34,UK,standard,1,Sydney,3,2,1,1,False,Relaxation,925.6,5,588.0203677559124,258.6813536364223
17662,18,Canada,standard,5,Sydney,7,5,8,7,False,Relaxation,2850.1199999999994,7,2191.716795999815,672.7124313752792
17663,25,UK,standard,3,Rome,4,2,1,4,True,Adventure,596.61,7,371.0172019405889,41.873290161145206
17664,48,Italy,silver,3,Paris,18,2,1,1,False,Cultural,3542.76,7,2897.4118545845486,717.4586644300989
17665,25,France,silver,3,Rio,14,1,6,1,False,Cultural,2537.92,5,2167.2372082164297,220.31849769383845
17666,64,Australia,silver,2,Paris,6,2,7,2,True,Adventure,2078.44,6,1758.0795631066687,286.58202257694
17667,57,UK,standard,2,Cairo,2,3,8,2,False,Relaxation,951.1488,5,578.687088212075,143.0945389551323
17668,60,France,standard,5,Sydney,9,4,6,1,False,Cultural,3332.4199999999996,6,2987.493100729551,614.6110300227502
17669,41,Italy,silver,1,Rome,4,2,8,1,False,Adventure,869.4000000000001,7,222.41250482775558,74.831884131237
17670,43,Canada,standard,7,Sydney,3,2,7,12,True,Cultural,1195.74,5,516.9931407756817,214.61112920667807
17671,22,Spain,gold,5,Tokyo,5,3,7,2,False,Relaxation,2093.0,7,1744.9676468202933,787.5542240736162
17672,54,Canada,gold,5,Rio,14,1,6,4,False,Adventure,2261.952,7,1572.4321384374086,469.5332413874946
17673,45,Australia,silver,4,Paris,7,2,1,1,False,Adventure,1817.4,5,1268.4818888034665,255.71062263404482
17674,48,Australia,standard,3,Paris,2,3,8,4,True,Cultural,1137.5,7,585.5342741256181,293.4368492237828
17675,65,Germany,standard,3,Tokyo,8,4,8,1,True,Cultural,3066.7000000000003,5,2900.0644121174246,308.78351380834175
17676,30,Canada,gold,5,Paris,1,1,1,3,False,Adventure,371.8,6,-120.95004294664949,114.08837041592878
17677,38,France,standard,4,Cairo,7,1,2,4,False,Relaxation,928.08,6,866.4574315733246,271.139346592078
17678,44,Germany,standard,5,Tokyo,4,2,8,1,True,Cultural,1539.7199999999998,7,1146.6713463000374,256.1651486141224
17679,25,Italy,standard,5,Rio,4,5,7,3,False,Adventure,864.7519999999998,7,885.5430277265891,88.56281106198364
